SeqID,Virus,Host,CollDate,Country,Host,SeqLength
KT368913.1,HCOV-229E,camel,2015,Saudi_Arabia,camel,27388
KT368912.1,HCOV-229E,camel,2015,Saudi_Arabia,camel,27395
KT368911.1,HCOV-229E,camel,2015,Saudi_Arabia,camel,27393
KT368915.1,HCOV-229E,camel,2015,Saudi_Arabia,camel,27392
KT368898.1,HCOV-229E,camel,2014,Saudi_Arabia,camel,27395
KT368900.1,HCOV-229E,camel,2014,Saudi_Arabia,camel,27390
KT368892.1,HCOV-229E,camel,2014,Saudi_Arabia,camel,27391
MN369046.1,HCOV-229E,human,2018,USA,human,27075
MN306046.1,HCOV-229E,human,2019,USA,human,27270
KY983587.1,HCOV-229E,human,2015,USA,human,27235
KY967357.1,HCOV-229E,human,2015,USA,human,27242
KY621348.1,HCOV-229E,human,2016,USA,human,27144
KY674914.1,HCOV-229E,human,2016,USA,human,27055
KY684760.1,HCOV-229E,human,2016,USA,human,27249
KY369909.2,HCOV-229E,human,2016,USA,human,26592
KY369914.1,HCOV-229E,human,2016,USA,human,27231
KY369913.1,HCOV-229E,human,2016,USA,human,27238
KY369912.1,HCOV-229E,human,2016,USA,human,27208
KY369911.1,HCOV-229E,human,2016,USA,human,27226
KY369910.1,HCOV-229E,human,2016,USA,human,27182
KY369908.1,HCOV-229E,human,2016,USA,human,27193
NC_002645.1,HCOV-229E,human,2018-08-13,NA,human,27317
KY674919.1,HCOV-229E,human,2016,USA,human,27136
KF514433.1,HCOV-229E,human,1993-03-11,USA,human,27165
KF514432.1,HCOV-229E,human,1993-02-22,USA,human,27138
KF514430.1,HCOV-229E,human,1993-03-18,USA,human,27169
KF293666.1,HCOV-229E,human,2013-10-01,Sweden,human,26897
KF293665.1,HCOV-229E,human,2013-10-01,Sweden,human,26897
KF293664.1,HCOV-229E,human,2013-10-01,Sweden,human,26897
JX503061.1,HCOV-229E,human,2009,Italy,human,27208
JX503060.1,HCOV-229E,human,2010,Netherlands,human,27263
AF304460.1,HCOV-229E,human,2001-07-11,NA,human,27317
KU291448.1,HCOV-229E,human,2015,Germany,human,27022
KF514431.1,HCOV-229E,human,1995-03-23,USA,human,27117
KF514429.1,HCOV-229E,human,1989-02-07,USA,human,27163
KM055560.1,HCOV-229E,human,2009,China,human,3513
KM055559.1,HCOV-229E,human,2005,China,human,3513
KM055558.1,HCOV-229E,human,2009,China,human,3513
KM055557.1,HCOV-229E,human,2005,China,human,3513
KM055556.1,HCOV-229E,human,2008,China,human,3513
KM055555.1,HCOV-229E,human,2008,China,human,3513
KM055554.1,HCOV-229E,human,2008,China,human,3513
KM055553.1,HCOV-229E,human,2009,China,human,3513
KM055552.1,HCOV-229E,human,2007,China,human,3513
KM055551.1,HCOV-229E,human,2007,China,human,3513
KM055550.1,HCOV-229E,human,2011,China,human,3516
KM055549.1,HCOV-229E,human,2011,China,human,3516
KM055548.1,HCOV-229E,human,2011,China,human,3516
KM055547.1,HCOV-229E,human,2009,China,human,3516
KM055546.1,HCOV-229E,human,2009,China,human,3516
KM055545.1,HCOV-229E,human,2009,China,human,3516
KM055544.1,HCOV-229E,human,2011,China,human,3516
KM055543.1,HCOV-229E,human,2010,China,human,3516
KM055542.1,HCOV-229E,human,2010,China,human,3516
KM055541.1,HCOV-229E,human,2010,China,human,3516
KM055540.1,HCOV-229E,human,2010,China,human,3516
KM055539.1,HCOV-229E,human,2010,China,human,3516
KM055538.1,HCOV-229E,human,2010,China,human,3516
KM055537.1,HCOV-229E,human,2009,China,human,3516
KM055536.1,HCOV-229E,human,2009,China,human,3516
KM055535.1,HCOV-229E,human,2009,China,human,3516
KM055534.1,HCOV-229E,human,2009,China,human,3516
KM055533.1,HCOV-229E,human,2009,China,human,3516
KM055532.1,HCOV-229E,human,2009,China,human,3516
KM055531.1,HCOV-229E,human,2011,China,human,3516
MH048989.1,HCOV-229E,human,2014,France,human,3516
DQ243987.1,HCOV-229E,human,2016-07-26,Australia,human,1788
DQ243986.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243985.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243984.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243983.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243980.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243979.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243978.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243977.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243976.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243975.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243974.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243973.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243972.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243971.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243970.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243969.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243968.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243967.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243966.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243965.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243964.1,HCOV-229E,human,2016-07-26,Australia,human,3513
DQ243963.1,HCOV-229E,human,2016-07-26,NA,human,3522
AB691767.1,HCOV-229E,human,2008,Japan,human,3513
AB691766.1,HCOV-229E,human,2004,Japan,human,3513
AB691765.1,HCOV-229E,human,2004,Japan,human,3513
AB691764.1,HCOV-229E,human,2004,Japan,human,3513
AB691763.1,HCOV-229E,human,2012-08-23,NA,human,3522
AF344189.1,HCOV-229E,human,2001-04-12,NA,human,3600
AF344188.1,HCOV-229E,human,2001-04-12,NA,human,3600
AF344187.1,HCOV-229E,human,2001-04-12,NA,human,3600
AF344186.1,HCOV-229E,human,2001-04-12,NA,human,3600
Y09923.1,HCOV-229E,human,2016-07-26,NA,human,3048
X16816.1,HCOV-229E,human,2001-07-13,NA,human,3600
EF198679.1,HCOV-229E,human,1973,NA,human,658
EF198678.1,HCOV-229E,human,2002,NA,human,660
EF198677.1,HCOV-229E,human,2002,NA,human,660
EF198676.1,HCOV-229E,human,2003,NA,human,660
EF198675.1,HCOV-229E,human,1986,NA,human,660
EF198674.1,HCOV-229E,human,2003,NA,human,660
EF198673.1,HCOV-229E,human,2004,NA,human,660
EF198672.1,HCOV-229E,human,1989,NA,human,660
EF198671.1,HCOV-229E,human,1965,NA,human,542
X64942.1,HCOV-229E,human,2001-07-13,NA,human,700
X15654.1,HCOV-229E,human,2016-07-26,NA,human,990
KM055530.1,HCOV-229E,human,2009,China,human,1170
KM055529.1,HCOV-229E,human,2011,China,human,1170
KM055528.1,HCOV-229E,human,2011,China,human,1170
KM055527.1,HCOV-229E,human,2009,China,human,1170
KM055526.1,HCOV-229E,human,2009,China,human,1170
KM055525.1,HCOV-229E,human,2009,China,human,1170
KM055524.1,HCOV-229E,human,2011,China,human,1170
KM055523.1,HCOV-229E,human,2005,China,human,1170
KM055522.1,HCOV-229E,human,2009,China,human,1170
KM055521.1,HCOV-229E,human,2009,China,human,1170
KM055520.1,HCOV-229E,human,2009,China,human,1170
KM055519.1,HCOV-229E,human,2005,China,human,1170
KM055518.1,HCOV-229E,human,2008,China,human,1170
KM055517.1,HCOV-229E,human,2008,China,human,1170
KM055516.1,HCOV-229E,human,2008,China,human,1170
KM055515.1,HCOV-229E,human,2007,China,human,1170
KM055514.1,HCOV-229E,human,2007,China,human,1170
KM055513.1,HCOV-229E,human,2011,China,human,1170
KM055512.1,HCOV-229E,human,2011,China,human,1170
KM055511.1,HCOV-229E,human,2010,China,human,1170
KM055510.1,HCOV-229E,human,2010,China,human,1170
KM055509.1,HCOV-229E,human,2010,China,human,1170
KM055508.1,HCOV-229E,human,2010,China,human,1170
KM055507.1,HCOV-229E,human,2010,China,human,1170
KM055506.1,HCOV-229E,human,2010,China,human,1170
KM055505.1,HCOV-229E,human,2009,China,human,1170
KM055504.1,HCOV-229E,human,2009,China,human,1170
KM055503.1,HCOV-229E,human,2009,China,human,1170
KM055502.1,HCOV-229E,human,2009,China,human,1170
KM055501.1,HCOV-229E,human,2009,China,human,1170
KX268229.1,HCOV-229E,human,2014-02-01,India,human,658
KT359769.1,HCOV-229E,human,2013,Malaysia,human,1165
KT359768.1,HCOV-229E,human,2013,Malaysia,human,1168
KT359767.1,HCOV-229E,human,2013,Malaysia,human,1180
KT359766.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359765.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359764.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359763.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359762.1,HCOV-229E,human,2012,Malaysia,human,1168
KT359761.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359760.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359759.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359758.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359757.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359756.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359755.1,HCOV-229E,human,2012,Malaysia,human,1168
KT359754.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359753.1,HCOV-229E,human,2012,Malaysia,human,1180
KT359752.1,HCOV-229E,human,2012,Malaysia,human,1180
LC005741.1,HCOV-229E,human,2010,Japan,human,1098
LC005740.1,HCOV-229E,human,2010,Japan,human,1098
LC005739.1,HCOV-229E,human,2010,Japan,human,1098
LC005738.1,HCOV-229E,human,2010,Japan,human,1098
LC005737.1,HCOV-229E,human,2010,Japan,human,1098
LC005736.1,HCOV-229E,human,2008,Japan,human,1098
KF293663.1,HCOV-229E,human,2013-10-01,Sweden,human,1070
KF293662.1,HCOV-229E,human,2013-10-01,Sweden,human,1070
DQ243962.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243961.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243960.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243959.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243958.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243957.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243956.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243955.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243954.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243952.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243951.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243950.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243949.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243948.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243947.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243946.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243945.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243944.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243943.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243942.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243941.1,HCOV-229E,human,2006-05-10,Australia,human,1167
DQ243940.1,HCOV-229E,human,2006-05-10,Australia,human,1170
DQ243939.1,HCOV-229E,human,2006-05-10,NA,human,1170
J04419.1,HCOV-229E,human,2001-07-11,NA,human,1696
DQ243953.1,HCOV-229E,human,2006-05-10,Australia,human,1169
X51325.1,HCOV-229E,human,2001-07-13,NA,human,1576
HV540164.1,HCOV-229E,human,2012-01-30,NA,human,598
M33560.1,HCOV-229E,human,2001-07-11,NA,human,864
DL143785.1,HCOV-229E,human,2008-09-26,NA,human,598
X15498.1,HCOV-229E,human,2016-07-26,NA,human,747
KY073745.1,HCOV-NL63,bat,2010-06-21,Kenya,bat,28679
KY073746.1,HCOV-NL63,bat,2008-08-06,Kenya,bat,28442
KY073744.1,HCOV-NL63,bat,2010-06-21,Kenya,bat,28363
KY799179.1,HCOV-NL63,bat,2010-Nov,North America,bat,28173
NC_022103.1,HCOV-NL63,bat,2006-08-07,USA,bat,28035
HQ728486.1,HCOV-NL63,bat,2006-08-01,Kenya,bat,15480
MK334047.1,HCOV-NL63,human,2018-07-25,China,human,27532
MK334046.1,HCOV-NL63,human,2018-09-01,China,human,27531
MK334045.1,HCOV-NL63,human,2018-08-14,China,human,27544
MK334044.1,HCOV-NL63,human,2018-07-13,China,human,27516
MK334043.1,HCOV-NL63,human,2018-08-15,China,human,27516
MN306040.1,HCOV-NL63,human,2019,USA,human,27537
MN306018.1,HCOV-NL63,human,2018,USA,human,27484
KY983586.1,HCOV-NL63,human,2015,USA,human,27489
LC488390.1,HCOV-NL63,human,2017,Japan,human,4925
LC488389.1,HCOV-NL63,human,2018,Japan,human,4267
LC488388.1,HCOV-NL63,human,2018,Japan,human,5110
MN026166.1,HCOV-NL63,human,2018-01-29,Kenya,human,27125
KM055650.1,HCOV-NL63,human,2008,China,human,4071
KM055649.1,HCOV-NL63,human,2008,China,human,4071
KM055648.1,HCOV-NL63,human,2008,China,human,4071
KM055647.1,HCOV-NL63,human,2007,China,human,4071
KM055646.1,HCOV-NL63,human,2008,China,human,4071
KM055645.1,HCOV-NL63,human,2008,China,human,4071
KM055644.1,HCOV-NL63,human,2007,China,human,4071
KM055643.1,HCOV-NL63,human,2008,China,human,4071
KM055642.1,HCOV-NL63,human,2007,China,human,4071
KM055641.1,HCOV-NL63,human,2007,China,human,4071
KM055640.1,HCOV-NL63,human,2007,China,human,4071
KM055639.1,HCOV-NL63,human,2007,China,human,4071
KM055638.1,HCOV-NL63,human,2007,China,human,4071
KM055637.1,HCOV-NL63,human,2008,China,human,4071
KM055636.1,HCOV-NL63,human,2008,China,human,4071
KM055635.1,HCOV-NL63,human,2008,China,human,4071
KM055634.1,HCOV-NL63,human,2008,China,human,4071
KM055633.1,HCOV-NL63,human,2010,China,human,4071
KM055632.1,HCOV-NL63,human,2008,China,human,4071
NC_005831.2,HCOV-NL63,human,2018-08-13,NA,human,27553
MG356452.1,HCOV-NL63,human,2014-05-27,Kenya,human,2192
MG356451.1,HCOV-NL63,human,2014-02-21,Kenya,human,2192
MG356450.1,HCOV-NL63,human,2014-01-26,Kenya,human,2192
MG356449.1,HCOV-NL63,human,2014-01-24,Kenya,human,2192
MG356448.1,HCOV-NL63,human,2014-01-21,Kenya,human,2192
MG356447.1,HCOV-NL63,human,2013-12-09,Kenya,human,2192
MG356446.1,HCOV-NL63,human,2013-06-18,Kenya,human,2195
MG356445.1,HCOV-NL63,human,2013-06-17,Kenya,human,2192
MG356444.1,HCOV-NL63,human,2013-05-26,Kenya,human,2192
MG356443.1,HCOV-NL63,human,2013-05-25,Kenya,human,2195
MG356442.1,HCOV-NL63,human,2013-05-04,Kenya,human,2192
MG356441.1,HCOV-NL63,human,2013-05-03,Kenya,human,2192
MG356440.1,HCOV-NL63,human,2013-04-12,Kenya,human,2192
MG356439.1,HCOV-NL63,human,2013-04-08,Kenya,human,2192
MG356438.1,HCOV-NL63,human,2012-11-19,Kenya,human,2192
MG356437.1,HCOV-NL63,human,2012-08-21,Kenya,human,2195
MG356436.1,HCOV-NL63,human,2012-07-27,Kenya,human,2192
MG356435.1,HCOV-NL63,human,2012-06-15,Kenya,human,2195
MG356434.1,HCOV-NL63,human,2011-07-26,Kenya,human,2195
MG356433.1,HCOV-NL63,human,2011-06-06,Kenya,human,2192
MG356432.1,HCOV-NL63,human,2011-05-20,Kenya,human,2195
MG356431.1,HCOV-NL63,human,2011-05-12,Kenya,human,2195
MG356430.1,HCOV-NL63,human,2011-03-30,Kenya,human,2192
MG356429.1,HCOV-NL63,human,2011-03-28,Kenya,human,2195
MG356428.1,HCOV-NL63,human,2010-08-09,Kenya,human,2195
MG356427.1,HCOV-NL63,human,2010-06-20,Kenya,human,2195
MG356426.1,HCOV-NL63,human,2010-06-04,Kenya,human,2195
MG356425.1,HCOV-NL63,human,2010-06-04,Kenya,human,2195
MG356424.1,HCOV-NL63,human,2010-06-01,Kenya,human,2195
MG356423.1,HCOV-NL63,human,2010-05-24,Kenya,human,2195
MG356422.1,HCOV-NL63,human,2010-05-21,Kenya,human,2195
MG356421.1,HCOV-NL63,human,2010-05-20,Kenya,human,2195
MG356420.1,HCOV-NL63,human,2010-05-20,Kenya,human,2195
MG356419.1,HCOV-NL63,human,2010-05-20,Kenya,human,2195
MG356418.1,HCOV-NL63,human,2010-05-19,Kenya,human,2195
MG356417.1,HCOV-NL63,human,2010-05-18,Kenya,human,2195
MG356416.1,HCOV-NL63,human,2010-05-15,Kenya,human,2195
MG356415.1,HCOV-NL63,human,2010-05-14,Kenya,human,2195
MG356414.1,HCOV-NL63,human,2010-05-11,Kenya,human,2195
MG356413.1,HCOV-NL63,human,2008-03-18,Kenya,human,2192
MG428707.1,HCOV-NL63,human,2010-05-20,Kenya,human,27521
MG428706.1,HCOV-NL63,human,2010-05-24,Kenya,human,27637
MG428705.1,HCOV-NL63,human,2010-05-21,Kenya,human,27587
MG428704.1,HCOV-NL63,human,2010-05-20,Kenya,human,27832
MG428703.1,HCOV-NL63,human,2010-06-01,Kenya,human,27685
MG428702.1,HCOV-NL63,human,2010-05-11,Kenya,human,27781
MG428701.1,HCOV-NL63,human,2010-06-04,Kenya,human,27623
MG428700.1,HCOV-NL63,human,2010-06-01,Kenya,human,27634
MG428699.1,HCOV-NL63,human,2010-05-19,Kenya,human,27513
KY862054.1,HCOV-NL63,human,2004-10-11,France,human,4455
KY862053.1,HCOV-NL63,human,2004-12-18,France,human,4455
KY862052.1,HCOV-NL63,human,2005-01-24,France,human,4455
KY862051.1,HCOV-NL63,human,2005-02-23,France,human,4452
KY862050.1,HCOV-NL63,human,2008-02-15,France,human,4452
KY862049.1,HCOV-NL63,human,2008-02-19,France,human,4455
KY862048.1,HCOV-NL63,human,2009-01-08,France,human,4452
KY862047.1,HCOV-NL63,human,2009-04-24,France,human,4452
KY862046.1,HCOV-NL63,human,2010-10-05,France,human,4452
KY862045.1,HCOV-NL63,human,2010-12-17,France,human,4452
KY862044.1,HCOV-NL63,human,2011-02-21,France,human,4452
KY862043.1,HCOV-NL63,human,2011-10-08,France,human,4455
KY862042.1,HCOV-NL63,human,2012-02-01,France,human,4455
KY862041.1,HCOV-NL63,human,2012-02-17,France,human,4452
KY862040.1,HCOV-NL63,human,2013-03-20,France,human,4452
KY862039.1,HCOV-NL63,human,2013-02-01,France,human,4455
KY862038.1,HCOV-NL63,human,2014-03-16,France,human,4452
KY862037.1,HCOV-NL63,human,2014-01-03,France,human,4452
KY862036.1,HCOV-NL63,human,2015-01-05,France,human,4452
KY862035.1,HCOV-NL63,human,2015-02-15,France,human,4452
MG772808.1,HCOV-NL63,human,2014-11-25,Korea,human,27535
KY829118.1,HCOV-NL63,human,2015,USA,human,27513
KY554971.1,HCOV-NL63,human,2016,USA,human,27550
KY554970.1,HCOV-NL63,human,2016,USA,human,27540
KY554969.1,HCOV-NL63,human,2016,USA,human,27509
KY554968.1,HCOV-NL63,human,2016,USA,human,27523
KY554967.1,HCOV-NL63,human,2016,USA,human,27523
KY674916.1,HCOV-NL63,human,2016,USA,human,27492
KY674915.1,HCOV-NL63,human,2016,USA,human,27302
KX179500.1,HCOV-NL63,human,2015-09-01,USA,human,27553
KX179496.1,HCOV-NL63,human,2015-01-27,Haiti,human,4467
KX179495.1,HCOV-NL63,human,2015-01-22,Haiti,human,4467
KX179494.1,HCOV-NL63,human,2015-01-21,Haiti,human,4467
KU521535.1,HCOV-NL63,human,2015-09-01,USA,human,27553
KT381875.1,HCOV-NL63,human,2015,USA,human,27553
AY567487.2,HCOV-NL63,human,2004-06-22,NA,human,27553
KF530114.1,HCOV-NL63,human,1989-01-03,USA,human,27410
KF530113.1,HCOV-NL63,human,1990-05-29,USA,human,27410
KF530112.1,HCOV-NL63,human,2001-11-21,USA,human,27395
KF530111.1,HCOV-NL63,human,1990-01-05,USA,human,27410
KF530110.1,HCOV-NL63,human,1983-08-16,USA,human,27413
KF530109.1,HCOV-NL63,human,1990-03-21,USA,human,27410
KF530108.1,HCOV-NL63,human,1989-01-05,USA,human,27410
KF530107.1,HCOV-NL63,human,1991-01-24,USA,human,27410
KF530106.1,HCOV-NL63,human,1987-12-16,USA,human,27401
KF530105.1,HCOV-NL63,human,2001-02-23,USA,human,27413
KF530104.1,HCOV-NL63,human,1990-04-26,USA,human,27410
JQ765575.1,HCOV-NL63,human,2005-11-21,USA,human,27487
JQ765574.1,HCOV-NL63,human,2005-11-01,USA,human,27487
JQ765573.1,HCOV-NL63,human,2005-04-12,USA,human,27487
JQ765572.1,HCOV-NL63,human,2005-02-01,USA,human,27487
JQ765571.1,HCOV-NL63,human,2005-01-23,USA,human,27487
JQ765570.1,HCOV-NL63,human,2005-01-19,USA,human,27469
JQ765569.1,HCOV-NL63,human,2005-01-18,USA,human,27469
JQ765568.1,HCOV-NL63,human,2005-01-11,USA,human,27487
JQ765567.1,HCOV-NL63,human,2009-03-12,USA,human,27487
JQ765566.1,HCOV-NL63,human,2008-01-08,USA,human,27487
JQ765565.1,HCOV-NL63,human,2009-02-13,USA,human,27469
JQ765564.1,HCOV-NL63,human,2009-03-01,USA,human,27469
JQ765563.1,HCOV-NL63,human,2009-03-16,USA,human,27469
JQ771060.1,HCOV-NL63,human,2010-12-30,USA,human,5603
JQ771059.1,HCOV-NL63,human,2010-12-14,USA,human,5605
JQ771058.1,HCOV-NL63,human,2010-12-11,USA,human,5607
JQ771057.1,HCOV-NL63,human,2010-12-03,USA,human,5613
JQ771056.1,HCOV-NL63,human,2010-12-23,USA,human,5607
JQ771055.1,HCOV-NL63,human,2010-12-15,USA,human,5607
JX504050.1,HCOV-NL63,human,2004,USA,human,27553
JX524171.1,HCOV-NL63,human,2009-01-24,China,human,27538
JX104161.1,HCOV-NL63,human,2008-11-04,China,human,27538
DQ445912.1,HCOV-NL63,human,2006-11-21,Netherlands,human,27535
DQ445911.1,HCOV-NL63,human,2006-11-21,Netherlands,human,27550
KX179499.1,HCOV-NL63,human,2015-01-27,Haiti,human,2070
KX179498.1,HCOV-NL63,human,2015-01-22,Haiti,human,2070
KX179497.1,HCOV-NL63,human,2015-01-21,Haiti,human,2070
DQ377336.1,HCOV-NL63,human,2006-02-19,China,human,681
DQ357629.1,HCOV-NL63,human,2006-02-05,China,human,681
DQ462780.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462779.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462778.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462777.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462776.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462775.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462774.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462773.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
DQ462772.1,HCOV-NL63,human,2016-07-26,Netherlands,human,686
KM055611.1,HCOV-NL63,human,2009,China,human,1134
KM055610.1,HCOV-NL63,human,2010,China,human,1134
KM055609.1,HCOV-NL63,human,2008,China,human,1134
KM055608.1,HCOV-NL63,human,2008,China,human,1134
KM055607.1,HCOV-NL63,human,2008,China,human,1134
KM055606.1,HCOV-NL63,human,2008,China,human,1134
KM055605.1,HCOV-NL63,human,2008,China,human,1134
KM055604.1,HCOV-NL63,human,2008,China,human,1134
KM055603.1,HCOV-NL63,human,2008,China,human,1134
KM055602.1,HCOV-NL63,human,2008,China,human,1134
KM055601.1,HCOV-NL63,human,2008,China,human,1134
KM055600.1,HCOV-NL63,human,2008,China,human,1134
KM055599.1,HCOV-NL63,human,2008,China,human,1134
KM055598.1,HCOV-NL63,human,2008,China,human,1134
KM055597.1,HCOV-NL63,human,2007,China,human,1134
KM055596.1,HCOV-NL63,human,2007,China,human,1134
KM055595.1,HCOV-NL63,human,2007,China,human,1134
KM055594.1,HCOV-NL63,human,2007,China,human,1134
KM055593.1,HCOV-NL63,human,2007,China,human,1134
KM055592.1,HCOV-NL63,human,2007,China,human,1134
KM055591.1,HCOV-NL63,human,2007,China,human,1134
KY862074.1,HCOV-NL63,human,2004-10-11,France,human,1134
KY862073.1,HCOV-NL63,human,2004-12-18,France,human,1134
KY862072.1,HCOV-NL63,human,2005-01-24,France,human,1134
KY862071.1,HCOV-NL63,human,2005-02-23,France,human,1134
KY862070.1,HCOV-NL63,human,2008-02-15,France,human,1134
KY862069.1,HCOV-NL63,human,2008-02-19,France,human,1134
